Celline, MCF7, T47D, ZR751, AU565, BT474, SkBr3, BT20, HCC1143, HCC1806, HCC1937, HCC70, MB468, BT549, HCC1395, Hs578t, MB157, MB231, MB436
J3KPJ3,-0.172809432,0.226625122,-0.04771534,1.166760003,0.590486903,1.310666063,-0.465894636,-0.026705021,1.13817065,-0.393508914,-0.020484965,-0.389698829,0.491803568,0.487941811,-0.264752399,-0.521112772,0.020484965,0.253999073
O43504,0.454591304,0.334028512,0.520093733,-0.089786501,0.020755375,0.303002236,-0.175419289,-0.578263189,-0.134596649,-0.00369696,-0.10821739,0.070103227,0.382837131,0.124513642,-0.293403228,0.00369696,-0.294373571,-0.243683323
Q9UK39,-0.234291401,0.096043194,0.081545579,-0.14352307,-0.047656536,-0.378924988,-0.284071332,0.047656536,-0.316745308,0.110813216,-0.294526889,-0.225068823,0.865905417,-0.066072113,0.210308327,0.356625419,0.391789692,1.460300112
O95926,0.080250257,-0.263184619,-0.197239679,-0.187971437,-0.051545287,0.064633398,-0.017275135,0.251592226,0.280578888,-0.04651182,0.342019376,0.278971573,-0.037028696,0.400662388,-0.218291151,-0.256224658,0.017275135,0.162169394
A0A2U3U043,0.020472021,0.462987022,0.049380779,-0.158470398,0.667672094,-0.201845806,-0.645192183,-0.187128216,0.117424195,-0.020472021,0.25751771,0.594303511,-0.378902431,0.241968692,0.034678716,-0.42559837,-0.481599579,-0.624837698
Q96S38,-0.340303303,0.375315471,0.392712789,-0.126587351,-0.488326128,-0.286317863,0.105525448,0.217113027,-0.187367194,0.156037194,-0.105525448,-0.216506203,-0.130144867,-0.316214367,0.338007182,0.94024428,0.242649986,0.371214343
Q9NPD8,-0.952022781,0.697278192,-0.186799728,-0.097476098,-0.056623362,0.631309368,-0.649201724,0.908317318,-0.988155328,-0.080401645,0.056623362,0.359090804,-0.535908123,0.436446761,-0.209397199,0.167512663,0.186534011,0.244454256
Q8N9V3,0.189530709,-0.187965691,0.328425899,-0.239434425,0.027553287,0.031918275,0.190294077,-0.214879068,0.358091315,0.066584634,-0.057532489,-0.027553287,0.18576568,-0.119920484,-0.179046453,-0.170899892,0.452431706,-0.087986238
Q8N8R3,0.386648462,0.279250715,0.410971236,-0.644666554,1.222591098,-0.583763538,-0.715439961,-0.524593653,-0.624839483,0.052752723,0.28156926,0.047029684,0.054817017,-0.587098337,-0.314133943,0.094115638,-0.047029684,-0.298555005
H7C333,-0.186364429,NA,0.021863681,NA,0.230519849,NA,NA,0,NA,NA,-0.164990778,0.203302965,-0.350236015,0.112954795,NA,NA,-0.603867982,NA
H0YIV9,-0.197880497,0.196966573,-0.117568109,0.142914777,0.644200917,0.133128344,0.2163686,-0.101054092,-0.291354994,0.407610997,-0.11181404,0.340786479,-0.094500046,0.094500046,-0.348708492,-0.484633114,-0.506531555,0.32580356
Q6XUX3,0.511854507,0.203332958,0.213573288,-0.122515004,-0.510482404,-0.104003202,-0.308711554,-0.177536688,0.13551705,-0.046908075,-0.393778097,-0.127431473,1.264098678,0.046908075,0.195415918,0.412166237,-0.205746159,0.584043138
Q9NV31,0.125832925,-0.212428249,-0.314276572,0.480811248,-0.063546471,0.349339748,0.080673964,0.285333371,0.762911401,-0.07619673,-0.265934653,0.253892296,-0.169961002,0.063546471,-0.167288596,-0.079574897,-0.091343195,0.58999116
P17900,-0.063299994,0.967763071,1.252224168,1.403442313,-1.172032363,1.407644053,-0.178515838,-0.318037255,0.230028546,0.391386946,-0.193788241,0.637463449,-0.640146514,0.063299994,-0.676191756,0.270776347,-0.989525016,-0.122318363
O95229-2,-0.559493927,0.821706277,0.090773065,-0.367106706,0.063258393,0.6381002,-0.041126586,0.613894214,-0.020864273,-0.21588094,0.028703756,-0.066877658,-0.380326606,-0.489407721,-0.272717184,0.020864273,0.110028784,0.964459788
Q8N9M1,0.17969851,-0.111446125,0.184874079,-0.069606774,0.053307676,0.205403227,0.000532676,0.185029491,0.101527183,0.06990796,-0.025129794,0.196457528,-0.045195784,-0.747755409,-0.000532676,-0.392789374,-0.285649652,-0.347794261
Q9H6X2,-0.396301696,-0.688497586,-1.116406382,-0.896665398,-0.361103471,-0.724150796,1.091237599,0.663523596,-0.859798506,-0.253797844,0.626620519,0.044357667,2.022120619,-0.044357667,0.294281778,1.885353267,0.687930821,0.962957691
Q9UKL6,0.742287329,0.443841137,0.23031164,-0.892002,1.345592956,-0.775772053,-0.371707236,1.286992197,-0.133780292,0.433371307,0.173611543,0.133780292,-0.963110345,-0.79335674,-1.134456539,0.882175698,-0.224471108,-0.851804097
Q9Y6M9,-0.051470347,0.040075678,0.239598198,1.49431932,0.259700819,1.225074925,-0.346524931,-0.040075678,-0.343306798,-0.07195398,-0.365960137,0.274983644,0.083385005,0.044747134,-0.33166765,-0.252550134,-0.340725975,0.338691852
Q08174,-0.079296837,0.077517923,-0.266062538,0.267721203,-0.151527021,-0.077517923,0.115234559,0.403014833,0.084818616,0.649956478,0.259879666,0.542245352,0.424854647,-0.38208003,-0.164525586,-0.351073554,-0.352015327,-0.213435187
Q3MIN7-2,-0.10672267,1.435251013,1.278699678,0.46480375,1.013787475,0.577444746,0.092193252,-0.20587195,0.629917487,-0.181632121,-0.015264669,0.389877795,-0.534266721,0.015264669,-0.314013187,-0.358971057,-0.052392068,-0.184442641
Q8N129,0.03553528,0.210731249,-0.263410342,-0.709618722,0.375695502,0.436163115,-0.322522238,-0.237067866,-0.09520001,-0.496956259,-0.553333065,-0.006281338,1.195685363,1.915856713,1.503521215,1.247620173,0.006281338,-0.104519883
O94972,1.974255952,0.472910824,0.082656191,-0.547950867,1.322509163,-0.148312625,-0.076678721,0.573968746,-0.372586739,-0.062845847,-0.389303356,-0.37676964,-0.233922544,-0.441451355,0.444102508,0.436997836,0.108331794,0.062845847
Q96A19,-0.275591951,0.035086974,0.015843008,-0.856983145,-0.271425097,-0.459910515,0.094523973,0.195943935,-0.216094638,0.285397042,-0.847282954,-0.065805259,0.817838307,0.686352498,0.019310606,0.636092028,-0.015843008,-0.053113301
Q13029,0.110015356,0.055886951,0.030648617,-0.168210556,0.368255886,-0.372290429,-0.165604555,-0.408208985,0.492037393,-0.184725041,0.196813248,-0.030648617,-0.062151215,-0.043999811,0.162650355,0.354293445,-0.682857294,0.080242348
K7EMD0,0.93151066,NA,NA,NA,0.221923208,0.787340133,-1.064869024,-0.56428419,NA,NA,NA,-0.121655051,-0.37733679,NA,NA,0.939913943,0,NA
Q96EQ0,0.07700959,-0.216506194,-0.179133364,-0.593279244,-0.321596029,-0.49521481,-0.571592832,0.764492515,0.771043865,-0.07700959,-0.339989977,-0.263329081,0.952667578,0.806079521,1.294197441,0.568648352,0.653779711,0.670219963
Q92506,-0.055746798,0.600225348,0.337716232,0.34814104,1.40786484,0.518386655,0.291951587,0.055746798,0.727721796,1.250915938,-1.215512826,-0.109728325,-0.747057458,-0.426027984,-1.117075595,-0.725642367,-0.228222824,-0.570078653
P61960,-0.046101632,0.043135982,-0.18625357,0.105433463,-0.486848029,-0.1720015,0.52488811,-0.241001389,0.921957939,0.00566543,0.042260453,-0.127652064,0.26867225,0.58142701,-0.00566543,-0.412400052,-0.518327431,0.069486267
Q9NWS6,0.063367074,-0.271540116,-0.183940534,0.03324659,-0.03324659,0.338926089,0.093869286,0.596392106,-0.276551245,0.201566654,-0.700537898,-0.65268071,0.250417901,-0.528638217,0.560477982,-0.497956371,-0.614400241,0.056012757
P28347-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6P5Z2,-0.505802093,0.247262829,0.275399797,-0.31796822,-0.298309358,-0.232449973,1.672202052,0.003097992,-0.138916393,0.621161381,0.870172431,-0.291124495,1.099909143,-0.198180867,-0.003097992,-0.045626439,0.925383635,1.979949964
Q13889,0.146227772,-0.008944083,-0.083335097,0.028469297,0.450460232,-0.019231974,0.182008583,-0.037734278,0.627597292,-0.040548275,-0.23434437,-0.09128762,-0.117069741,-0.052758596,0.039512419,0.008944083,0.346956911,0.271547872
Q16656-4,0.348701665,0.045021861,-0.089608436,0.117265157,0.059703273,0.214602413,-0.066242339,-0.204861502,0.242962084,-0.152994681,0.034269447,-0.055573809,-0.286090372,0.220171723,-0.305169221,-0.052149008,-0.012985781,0.012985781
Q9BRP1,-0.123347338,-0.223149919,-0.442821208,0.21528337,0.267812119,0.22928003,0.35502259,0.36908448,0.237774912,0.744936367,-0.099332339,0.068556292,-0.735486474,-0.147667797,-0.497052448,0.638282688,-0.111869767,-0.068556292
Q2M3G4,-0.544409985,-0.567076554,-0.55831123,-0.824796271,-0.929926706,-0.806817575,-0.16463783,0.485838011,0.321645889,0.203774442,0.598350126,0.022258783,-0.022258783,-0.049824193,0.380386783,0.63163789,0.432194027,0.08089052
M0R1I1,-0.206548485,NA,0.331119146,NA,0,NA,NA,-0.318126525,NA,NA,-0.181390188,-0.093024816,0.055997781,0.01221381,NA,NA,0.039219689,NA
Q9UBM7,0.647385346,-0.038349397,0.012881232,0.316401929,0.367456338,-0.327444481,-0.59193845,-0.522628758,-0.176820081,0.236817168,0.474567921,1.466378906,0.284827002,-0.012881232,0.104612905,-0.948271305,-0.108373429,-0.912030462
Q7L099-3,0.247489758,0.408282748,0.289666619,-0.156864525,-0.033506755,0.01354976,-0.030242558,-0.051059476,0.615479012,-0.226694711,0.394398903,0.578735435,-0.114302352,-0.270511976,-0.01354976,1.13492518,0.366598852,-0.115916615
P17010-3,0.101234148,-0.107195262,0.050462362,0.227988255,0.122366142,0.243151312,-0.068743655,-0.668942992,0.590127658,-0.342016059,-0.750207641,-0.586751287,-0.392450037,-0.138759558,-0.050462362,0.071035114,0.202751479,0.188204356
P54646,-1.029349189,1.169947782,0.752452495,-0.296701892,0.910108172,-1.804621866,0.092397161,-0.092397161,-1.007640708,-0.414477817,0.730080106,1.193741114,-0.362467558,0.320516209,-0.258636816,-1.175100414,0.899713426,1.32351855
H0YIC4,NA,0.519523135,NA,0.235873948,NA,0.151644297,-0.198587688,NA,-0.233862435,-0.276214496,NA,NA,NA,NA,0.096987995,0,NA,-0.043177439
Q9H4G4,-0.437944169,-0.303184674,-1.210886788,0.214716413,-1.474863359,0.028950883,-0.028950883,-0.029105648,-0.656989058,0.382993748,2.227355097,-0.093539312,0.192805338,0.190907669,1.003789505,2.938113495,-0.118142161,0.499062046
Q8IUX1,-0.013133541,0.811265566,-0.158903883,0.118411786,1.288541587,0.734625794,-0.082288301,-0.309321727,0.404700295,0.359033201,0.007532936,0.788320467,-0.030194514,-0.007532936,-0.046545524,-0.535005695,0.145473306,-0.051657465
Q96SQ9-2,-0.65093485,1.303521785,0.869768562,-0.17003305,0.199146554,-0.627879954,0.297897347,1.758273914,2.210662663,1.197110945,-0.644574621,0.121513982,-0.849939293,-0.775631458,0.029914161,-0.492295341,-0.19173417,-0.029914161
Q9UHQ1,0.285049716,-0.111641616,0.402264219,-0.195893805,0.878526904,0.590214227,-0.453547454,0.3372754,-0.644283557,-0.243917222,-0.016617322,0.319892722,-0.150954381,0.136286922,0.016617322,0.642758396,-0.063243227,-0.08381744
Q9NX57,-0.784270145,0.053213714,0.042191498,1.111403268,-0.497627911,1.562967051,0.431854179,-0.641878715,-0.438839187,0.344633805,-0.042191498,0.092142232,0.441983982,-1.952880996,-0.748670574,0.180400659,-0.295613361,-1.053707767
O95139,-0.254500726,0.604004228,0.156469402,0.745763148,0.042887114,0.898017027,-0.430599231,-0.274626331,-0.626243244,-0.027054193,0.010283052,0.385721757,0.346701311,-0.257619638,-0.010283052,-0.398951425,-0.139376727,0.119181909
K7EQT3,0.047505615,0.067518225,-0.318970318,-0.270761028,-0.10838416,-0.293667559,0.293627932,0.076129878,-0.069460263,-0.081503235,-0.092811356,-0.047505615,0.42233701,0.418926748,0.39061729,0.387546521,0.576382398,-0.160202653
P30039,0.981611349,1.77198449,0.374585032,-0.6061542,0.659021539,-0.474692951,0.600600986,-0.339752481,-0.641929354,-0.017971143,0.958260073,0.426491408,-0.169564061,0.017971143,-0.019072272,1.022049572,-0.922834075,-0.459746786
Q86VQ1,1.789202803,0.816149495,-0.18492414,0.206461889,-0.147244898,0.08404391,-0.563179356,-0.539535577,0.168883791,-0.155098297,0.093098198,-0.226416707,-0.050013933,-0.82674319,0.012102154,1.241751698,-0.012102154,0.391885227
Q9UBI6,-0.971275105,-0.893626368,-0.702773727,-0.018966275,-0.877868781,-0.593376994,0.164122118,0.018966275,-0.481349378,-0.04990436,0.803129355,0.22639648,1.13369465,0.090315995,1.321942809,-0.392750403,0.30869867,0.503330383
Q01650,-0.980566459,0.205148099,0.720930395,0.150255031,-0.616261663,0.031448064,-0.322608472,0.288791211,1.104525221,0.523937512,-0.031448064,-0.811946212,-0.099277403,0.992534567,1.082057834,-0.394587444,-0.345961274,-0.108186504
Q58DX5,0.700096242,1.033243912,0.783954305,0.071404704,1.326643736,-0.569940424,-0.348208158,0.631416393,-0.216778375,-0.387707575,2.554561637,0.592940426,-0.065458601,0.041535498,-0.041535498,-0.695132272,-0.210722512,-0.508437362
Q71F23,0.233438362,-0.001372531,0.001372531,-0.656566203,0.856022948,-0.171253301,-0.062891046,0.33807029,-0.178736296,0.044572778,0.024474852,0.068765731,-0.251734104,-0.433306025,0.125439302,-0.028275409,0.272300844,-0.315158658
Q92993-3,0.312831416,-0.14341948,0.072786265,-0.057380242,0.105828523,0.017244372,-0.010873461,-0.000432879,0.061130698,-0.096813063,-0.049876142,0.000432879,-0.224607117,0.125610959,-0.342730852,0.112903931,-0.193228826,0.048533922
Q8IUX4,-0.880514252,-0.15383489,-0.862457982,-0.789310156,0.871212113,-0.32381433,0.312272755,1.934722364,0.563125526,0.985353277,-0.502520787,0.892018638,-0.854200982,0.994140595,0.142813762,1.018358231,-0.142813762,-0.24270189
A4D1U4,-0.051440615,-0.000275457,0.493710635,0.974441446,0.55933776,0.497832714,0.798331735,-0.200195293,-0.530867294,-0.146575308,0.558812856,0.000275457,-0.311774384,0.095843962,-0.616008363,-0.637947413,0.109755301,-0.274323626
Q9HCH0,-0.233498905,0.426436437,0.082639148,0.184205478,-0.009615853,-0.057653594,0.059695343,-0.347936259,-0.260409087,-0.369555971,-0.211236481,0.03829382,-0.036870437,-0.047313953,0.272647626,0.378534299,0.013768563,0.009615853
Q99990,-0.549330506,-0.165861826,0.291572049,2.043008977,-0.50525718,1.935940171,2.802626612,-0.409449521,0.131387991,2.186690361,0.040904578,2.828926241,-0.286148541,-0.908434991,-0.040904578,0.128636601,-0.340927471,-0.27773513
M0R3F4,-0.116772551,0.196631576,0.467059935,0.250219725,-0.334471168,-0.060283831,0.615210124,-0.48245284,0.023546795,0.151576183,-0.215961924,-0.023546795,-0.38540819,1.160956807,0.044931761,-0.206746465,-0.50503996,0.124569281
P01034,0.734079778,-0.046511179,0.343371526,-1.557312219,0.726274187,-0.566399743,-1.10133615,0.599710656,-0.055024549,-1.353761402,-0.67156356,-1.134726637,0.378716152,0.046511179,0.317338251,0.853577914,1.873937465,-0.470985159
O95274,0.979282823,-0.347275216,0.975318263,1.156686349,1.436644172,1.844836189,-0.983994983,-0.14955713,-0.239768582,0.14955713,1.412921131,0.838596725,-1.02053266,2.516132093,-0.988039917,-1.402778642,-1.246731437,-1.040141731
Q9NXD2,-0.001669341,0.151850222,-0.15383328,0.613954231,0.168726897,0.493110122,0.001669341,-0.249918289,-0.25785123,0.208442804,-0.55880589,-0.006093579,0.073330435,-0.397231728,0.520260845,0.51690508,-0.543412693,-0.051019662
Q96DA6,0.163058458,0.480137553,0.167472425,0.595160623,0.345001428,0.459878275,-0.033727351,-0.176450741,-0.194122874,0.443613246,0.060076786,-0.554043839,-0.597527055,0.033727351,-0.443698302,-0.620299385,-0.667504858,-0.461411962
Q1MSJ5,-0.349610826,0.181306761,0.164185638,-0.3279174,0.014106887,-0.191470238,-0.447197183,0.398591194,-0.555893483,0.087747767,-0.014106887,-0.123466844,0.919999027,-0.298154555,0.113217813,0.08090505,-0.192944362,0.524246132
Q969T7,-0.260550403,0.302915199,-0.283770022,1.098942964,0.360060759,1.155788142,-0.398783654,-0.489775603,0.005960291,-0.005960291,-0.682744875,-0.312100131,-0.421354524,0.263856799,-0.527119464,0.091604572,0.136618137,0.054407904
Q9BRT9,0.014926707,0.404751418,-0.300842826,-0.570462164,0.066756363,-0.294834576,-0.118578855,0.695730147,-0.014926707,0.59391262,-0.59011192,0.150830632,0.148860859,-0.346503192,0.023590931,-0.067321854,-0.265748721,0.075737142
Q99952,0.028817429,0.610827526,1.040298779,0.504781117,0.115357109,0.833316592,-0.188793928,-0.046847127,0.388384309,-0.028817429,0.503146369,0.112527417,-0.758987229,-0.267073504,-0.524395812,-0.251164955,-0.818761905,-0.110834746
O75356,0.612246026,0.788650705,0.012189591,0.035656354,0.260138846,-0.275948554,-0.494334054,-0.381456127,-0.012189591,0.219523331,0.608612915,-0.03469759,0.060227711,-0.176893782,-0.398185119,0.751918348,-0.220710782,-0.399123565
Q9UPS8,0.170074002,0.277934357,-0.207996798,-0.816698424,-0.039472373,-0.543028467,-0.024351712,0.332320446,-0.518592229,0.495317551,0.554962181,0.024351712,0.44556327,-0.375362817,-0.034764977,-0.051139504,0.2119818,0.199185106
A0A2R8Y783,0.289446293,0.69259512,0.524612577,0.503212305,0.53540082,-0.150373217,-0.189322733,-0.251492664,0.150373217,0.191562869,1.015059227,0.247394012,-2.193880177,-1.932031466,-1.237999588,-1.007740121,-2.141997921,-1.031012833
Q9BWE0-4,-0.385977719,-0.294209325,0.223034405,0.386999642,0.683432998,0.633853801,0.411619218,-0.015284651,-0.971616635,-0.433568898,0.057778952,0.015284651,-0.640463262,-0.368723579,-0.604308154,-0.554594655,0.087999869,0.304795535
H0YM48,0.095920306,NA,0,NA,0.575317052,NA,NA,-0.168035823,NA,NA,-0.20769591,0.213117849,0.234500424,-0.078041591,NA,NA,-0.145686248,NA
Q6P2C8,0.125467739,0.228668066,-0.148725214,-0.392176648,0.517114169,-0.228319677,0.063691779,0.034357232,-0.004755223,0.14245175,0.004755223,-0.102838958,-0.089137276,0.018196839,-0.226809242,-0.237865349,0.147559874,-0.149284611
A8MUP8,0.872830934,0.766972142,0.569853412,0.807423045,0.893714935,1.381805895,0.109052048,-0.78682586,-0.58849028,-0.533158014,0.013584109,-0.406935764,-0.281533591,0.223447838,-0.396232115,-0.013584109,-0.609240855,-0.450251758
Q9Y3C0,0.301416063,0.251116782,-0.024488057,-0.130229,0.220074724,-0.045900989,-0.237478469,0.216041151,0.174977188,-0.088635584,-0.231895748,-0.35439219,0.024488057,-0.043408179,0.322727971,0.388429618,-0.025926416,0.266018515
Q9BQ87,NA,-0.068842202,NA,-0.418875634,NA,0.02063851,0.416584625,NA,-0.399494542,0.252529119,NA,NA,NA,NA,-0.109775803,0.550650072,NA,0
Q96FK6,0.111234323,0.038781725,-0.30242164,0.311237696,0.111054439,0.135627736,-0.665348841,0.432534204,0.034229264,0.213265617,-0.337824995,-0.555105572,-0.232058333,-0.13853248,-0.438981747,-0.487506437,-0.034229264,0.072485893
P30291,-0.350288911,-0.039621373,0.277872254,0.186318481,0.51362577,0.254609671,0.460785498,-0.085880885,0.587615919,-0.297140317,-0.19612182,-0.187698795,-0.282928992,-0.575496078,0.039621373,-0.0451552,0.076434392,0.386127023
Q13888,0.380792924,-0.092395199,0.053731581,0.04524644,0.369953733,0.079805119,0.132679545,-0.285910083,0.601147833,-0.210262357,-0.240241637,-0.179576221,-0.04524644,-0.1958069,-0.154173954,-0.0602029,0.457957011,0.281859287
Q86UD0,0.068516383,0.055019191,0.254419477,-0.17754347,0.397743336,0.652445008,0.303752786,-0.525249596,-0.798994063,0.006467596,0.310507646,-0.006467596,-0.592161363,-0.682648445,-0.378773385,0.010597225,-0.306066802,-0.403376182
Q8WVC6,0.49049665,0.786041937,0.663067927,-0.888682928,0.510630686,-0.721849066,-0.166600813,-0.061151427,-0.160346832,0.392182119,0.06357519,0.039990306,-0.033733425,-1.130055503,0.033733425,0.801162942,-0.291094805,-0.337172768
P03915,0.080571714,-0.007038703,0.101622573,0.693239597,0.407622943,1.141232736,-0.431605077,-0.424412345,-0.203593572,-0.187808092,-0.400466635,0.489775859,0.007038703,-0.308774268,0.019167119,-0.563770053,-0.250823889,0.091016074
Q5JPI3,0.556059479,0.197729555,0.176988971,-0.239438434,0.356524649,0.056593404,-0.272173966,0.002285703,-0.323752872,-0.040640531,-0.451948345,-0.159888089,0.040180318,-0.076158503,-0.002285703,-0.376270496,0.037533081,0.228104085
Q9Y2D8,-0.394460337,-0.198018232,-0.091515932,-0.019194104,-0.027406227,0.352964353,0.329982203,-0.131059349,-0.172946745,0.013640043,0.285186874,1.035980183,0.777707628,0.153454138,-0.013640043,-0.437155151,0.145397418,0.56718737
P42771,-0.021541742,-0.422335508,-0.10809613,-0.446076779,0.069460588,-0.295947442,-0.132534629,0.095382911,-0.618698675,1.51508576,2.238343021,0.750263812,2.883712449,-0.056492596,-0.153872518,2.046637704,0.021541742,1.641041846
Q9H8G2,0.327034036,0.05061908,0.314326633,-0.03909998,-0.496000426,-0.101254442,-0.460421996,-0.893505691,-0.276547846,0.046140291,-0.406289412,-0.37397763,0.161698584,0.327784823,-0.316645515,0.49844075,0.254571549,0.03909998
